회사명,거래소코드,회계년도,* (정상)영업손익(보고서기재)(IFRS연결)(천원),계속영업이익(손실)(IFRS연결)(천원)
(주)비아트론,141000,2017/12,20821518,12171345
(주)비아트론,141000,2018/12,29219694,24483832
(주)비아트론,141000,2019/12,3785365,4800282
(주)비에이치,090460,2011/12,14143813,8627731
(주)비에이치,090460,2012/12,24678405,14061730
(주)비에이치,090460,2013/12,31424370,22119875
(주)비에이치,090460,2014/12,19011978,12718210
(주)비에이치,090460,2015/12,9442378,8692616
(주)비에이치,090460,2016/12,-25782419,-24498437
(주)비에이치,090460,2017/12,75731190,46380929
(주)비에이치,090460,2018/12,91029825,81634647
(주)비에이치,090460,2019/12,62568027,56601199
(주)비엔지티,032790,2011/12,-2601893,-1105501
(주)비엔지티,032790,2012/12,-5910530,-11553187
(주)비엔지티,032790,2013/12,-2131877,-6212523
(주)비엔지티,032790,2014/12,-555687,-4615663
(주)비엔지티,032790,2015/12,-2763112,-9759267
(주)비엔지티,032790,2016/12,-1275974,-2739695
(주)비엔지티,032790,2017/12,-169496,-2063900
(주)비엔지티,032790,2018/12,-5606828,-5760193
(주)비엔지티,032790,2019/12,-3134779,-15986590
(주)비엘,142760,2016/12,,
(주)비엘,142760,2017/12,-6825683,-6646862
(주)비엘,142760,2018/12,-6184878,-16288373
(주)비엘,142760,2019/12,-12385287,-41657220
(주)비엘팜텍,065170,2011/12,3987935,619650
(주)비엘팜텍,065170,2012/12,2398814,-2526950
(주)비엘팜텍,065170,2013/12,1894522,-2561407
(주)비엘팜텍,065170,2014/12,1972349,-1337791
(주)비엘팜텍,065170,2015/12,-153784,-7778689
(주)비엘팜텍,065170,2016/12,1814729,-4986278
(주)비엘팜텍,065170,2017/12,2768165,-2650367
(주)비엘팜텍,065170,2018/12,2085258,1196123
(주)비엘팜텍,065170,2019/12,-2787171,-17453415
(주)비엠티,086670,2011/12,6095762,3185906
(주)비엠티,086670,2012/12,3382611,1175869
(주)비엠티,086670,2013/12,6896872,4856364
(주)비엠티,086670,2014/12,5713976,4107483
(주)비엠티,086670,2015/12,2232125,2361915
(주)비엠티,086670,2016/12,-1158041,-1188136
(주)비엠티,086670,2017/12,5987644,3061279
(주)비엠티,086670,2018/12,8207253,6931939
(주)비엠티,086670,2019/12,6376364,5385385
(주)비올,335890,2019/12,,
(주)비와이씨,001460,2011/12,39511861,27006654
(주)비와이씨,001460,2012/12,33401881,24650594
(주)비와이씨,001460,2013/12,25118122,15514678
(주)비와이씨,001460,2014/12,27901296,19050210
(주)비와이씨,001460,2015/12,21130661,13158137
(주)비와이씨,001460,2016/12,16154497,17543266
(주)비와이씨,001460,2017/12,17207998,6190457
(주)비와이씨,001460,2018/12,21346821,9092446
(주)비와이씨,001460,2019/12,23393687,27788950
(주)비즈니스온커뮤니케이션,138580,2017/12,,
(주)비즈니스온커뮤니케이션,138580,2018/12,,
(주)비즈니스온커뮤니케이션,138580,2019/12,,
(주)비지에프,027410,2014/12,124120981,101467618
(주)비지에프,027410,2015/12,183615953,152841276
(주)비지에프,027410,2016/12,217150210,184619215
(주)비지에프,027410,2017/12,10447735,-10945118
(주)비지에프,027410,2018/12,29473342,47204821
(주)비지에프,027410,2019/12,29385397,17515292
(주)비지에프리테일,282330,2017/12,26516480,27983935
(주)비지에프리테일,282330,2018/12,189516686,154186683
(주)비지에프리테일,282330,2019/12,196623294,151377054
(주)비츠로셀,082920,2011/03,,
(주)비츠로셀,082920,2012/03,,
(주)비츠로셀,082920,2013/03,7712899,7165666
(주)비츠로셀,082920,2014/03,7333283,6240535
(주)비츠로셀,082920,2015/06,10821850,10078315
(주)비츠로셀,082920,2016/06,16103780,14134494
(주)비츠로셀,082920,2017/06,18036927,16522522
(주)비츠로셀,082920,2018/12,19638369,15371863
(주)비츠로셀,082920,2019/12,25333745,20081747
(주)비츠로시스,054220,2011/03,7495593,5576067
(주)비츠로시스,054220,2012/03,4387688,1744903
(주)비츠로시스,054220,2013/03,5874789,935378
(주)비츠로시스,054220,2014/03,-1562651,-6929212
(주)비츠로시스,054220,2015/03,-16032129,-14701846
(주)비츠로시스,054220,2016/03,,
(주)비츠로시스,054220,2017/03,,
(주)비츠로시스,054220,2018/03,,
(주)비츠로시스,054220,2019/03,,
(주)비츠로테크,042370,2011/03,1251684,1724789
(주)비츠로테크,042370,2012/03,1703195,2397715
(주)비츠로테크,042370,2013/03,,
(주)비츠로테크,042370,2014/03,,
(주)비츠로테크,042370,2015/06,,
(주)비츠로테크,042370,2016/06,,
(주)비츠로테크,042370,2017/06,20976623,43854429
(주)비츠로테크,042370,2018/06,12135013,10952755
(주)비츠로테크,042370,2019/12,37395107,29786931
(주)비케이홀딩스,050090,2011/12,-2704357,-6312238
(주)비케이홀딩스,050090,2012/12,1902740,8710178
(주)비케이홀딩스,050090,2013/12,2384388,-1645374
(주)비케이홀딩스,050090,2014/12,1115887,-3024652
(주)비케이홀딩스,050090,2015/12,,
(주)비케이홀딩스,050090,2016/12,,
(주)비케이홀딩스,050090,2017/12,,
(주)비케이홀딩스,050090,2018/12,-3907492,-2862347
(주)비케이홀딩스,050090,2019/12,-25432,68101
(주)비투엔,307870,2018/12,,
(주)비투엔,307870,2019/12,,
(주)비트컴퓨터,032850,2011/12,3818252,2670372
(주)비트컴퓨터,032850,2012/12,1329390,354003
(주)비트컴퓨터,032850,2013/12,1326134,-455961
(주)비트컴퓨터,032850,2014/12,2552968,1315672
(주)비트컴퓨터,032850,2015/12,4999964,4634621
(주)비트컴퓨터,032850,2016/12,3493598,4160233
(주)비트컴퓨터,032850,2017/12,4346891,3582818
(주)비트컴퓨터,032850,2018/12,-2169694,-233696
(주)비트컴퓨터,032850,2019/12,6072520,7093059
(주)비피도,238200,2018/12,,
(주)비피도,238200,2019/12,1392294,1581977
(주)빅솔론,093190,2011/12,11776031,12006221
(주)빅솔론,093190,2012/12,10467731,11998206
(주)빅솔론,093190,2013/12,15050761,17002720
(주)빅솔론,093190,2014/12,12954675,12927164
(주)빅솔론,093190,2015/12,15006007,19429911
(주)빅솔론,093190,2016/12,13206586,14358517
(주)빅솔론,093190,2017/12,14135828,17908433
(주)빅솔론,093190,2018/12,12605479,14458167
(주)빅솔론,093190,2019/12,9505805,9563647
(주)빅텍,065450,2011/12,,
(주)빅텍,065450,2012/12,,
(주)빅텍,065450,2013/12,,
(주)빅텍,065450,2014/12,,
(주)빅텍,065450,2015/12,,
(주)빅텍,065450,2016/12,,
(주)빅텍,065450,2017/12,,
(주)빅텍,065450,2018/12,,
(주)빅텍,065450,2019/12,,
(주)빙그레,005180,2011/12,49097713,42927715
(주)빙그레,005180,2012/12,66585736,50704082
(주)빙그레,005180,2013/12,50737708,37919419
(주)빙그레,005180,2014/12,41801338,37567660
(주)빙그레,005180,2015/12,31692713,24650114
(주)빙그레,005180,2016/12,37235846,28730760
(주)빙그레,005180,2017/12,34708336,29615035
(주)빙그레,005180,2018/12,39329615,34201161
(주)빙그레,005180,2019/12,45782148,41057896
(주)사람인에이치알,143240,2012/12,,
(주)사람인에이치알,143240,2013/12,,
(주)사람인에이치알,143240,2014/12,4248191,3250821
(주)사람인에이치알,143240,2015/12,,
(주)사람인에이치알,143240,2016/12,13392303,10420313
(주)사람인에이치알,143240,2017/12,15459447,3409905
(주)사람인에이치알,143240,2018/12,18875824,16668712
(주)사람인에이치알,143240,2019/12,27293657,25460629
(주)사조대림,003960,2011/12,13493031,9758168
(주)사조대림,003960,2012/12,8497473,-1040705
(주)사조대림,003960,2013/12,14814218,-419503
(주)사조대림,003960,2014/12,11881418,6644567
(주)사조대림,003960,2015/12,17803205,14076791
(주)사조대림,003960,2016/12,36443874,10020556
(주)사조대림,003960,2017/12,55366011,42328752
(주)사조대림,003960,2018/12,36257335,14376104
(주)사조대림,003960,2019/12,49566682,87072853
(주)사조오양,006090,2011/12,,
(주)사조오양,006090,2012/12,,
(주)사조오양,006090,2013/12,,
(주)사조오양,006090,2014/12,,
(주)사조오양,006090,2015/12,,
(주)사조오양,006090,2016/12,,
(주)사조오양,006090,2017/12,,
(주)사조오양,006090,2018/12,,
(주)사조오양,006090,2019/12,,
(주)삼기,122350,2011/12,,
(주)삼기,122350,2012/12,18052308,10849460
(주)삼기,122350,2013/12,16988303,12599443
(주)삼기,122350,2014/12,19627820,14240181
(주)삼기,122350,2015/12,23707604,16105717
(주)삼기,122350,2016/12,21352089,12539436
(주)삼기,122350,2017/12,13303977,10897361
(주)삼기,122350,2018/12,5499652,589307
(주)삼기,122350,2019/12,5786388,2007859
(주)삼보판지,023600,2011/12,12860489,5204621
(주)삼보판지,023600,2012/12,23583538,15730621
(주)삼보판지,023600,2013/12,17348713,13947619
(주)삼보판지,023600,2014/12,20191750,15414834
(주)삼보판지,023600,2015/12,12342486,-32474524
(주)삼보판지,023600,2016/12,17388913,40288486
(주)삼보판지,023600,2017/12,7662437,9003453
(주)삼보판지,023600,2018/12,53733431,64650484
(주)삼보판지,023600,2019/12,45664519,32097264
(주)삼성출판사,068290,2011/12,5176126,6354353
(주)삼성출판사,068290,2012/12,1884356,3922650
(주)삼성출판사,068290,2013/12,6799691,5613496
(주)삼성출판사,068290,2014/12,9052758,6949602
(주)삼성출판사,068290,2015/12,7969091,6588678
(주)삼성출판사,068290,2016/12,12234818,9905223
(주)삼성출판사,068290,2017/12,11008505,5860955
(주)삼성출판사,068290,2018/12,3310830,458115
(주)삼성출판사,068290,2019/12,4797975,6603130
(주)삼양사,145990,2011/12,-16378604,-1393696
(주)삼양사,145990,2012/12,16221635,20338969
(주)삼양사,145990,2013/12,20892000,19004782
(주)삼양사,145990,2014/12,37238635,30475104
(주)삼양사,145990,2015/12,75802220,51020750
(주)삼양사,145990,2016/12,147334946,101151953
(주)삼양사,145990,2017/12,88884563,49184510
(주)삼양사,145990,2018/12,96967493,59734260
(주)삼양사,145990,2019/12,81563507,52887468
(주)삼양옵틱스,225190,2017/12,20131333,17840160
(주)삼양옵틱스,225190,2018/12,14143316,12470134
(주)삼양옵틱스,225190,2019/12,15728849,13557226
(주)삼양패키징,272550,2017/12,,
(주)삼양패키징,272550,2018/12,,
(주)삼양패키징,272550,2019/12,,
(주)삼양홀딩스,000070,2011/12,36020534,135333399
(주)삼양홀딩스,000070,2012/12,19878435,129744740
(주)삼양홀딩스,000070,2013/12,2472122,-26208013
(주)삼양홀딩스,000070,2014/12,63782114,21003634
(주)삼양홀딩스,000070,2015/12,106724640,78016229
(주)삼양홀딩스,000070,2016/12,141013330,65137706
(주)삼양홀딩스,000070,2017/12,98828147,67186351
(주)삼양홀딩스,000070,2018/12,138458000,102512252
(주)삼양홀딩스,000070,2019/12,79376318,62043854
(주)삼원강재,023000,2011/12,,
(주)삼원강재,023000,2012/12,,
(주)삼원강재,023000,2013/12,,
(주)삼원강재,023000,2014/12,,
(주)삼원강재,023000,2015/12,,
(주)삼원강재,023000,2016/12,,
(주)삼원강재,023000,2017/12,,
(주)삼원강재,023000,2018/12,,
(주)삼원강재,023000,2019/12,,
(주)삼익악기,002450,2011/12,10638521,1797945
(주)삼익악기,002450,2012/12,12190916,7649385
(주)삼익악기,002450,2013/12,17513916,46122899
(주)삼익악기,002450,2014/12,18871005,10598715
(주)삼익악기,002450,2015/12,14841199,8132321
(주)삼익악기,002450,2016/12,13364976,6215988
(주)삼익악기,002450,2017/12,5720252,-5519953
(주)삼익악기,002450,2018/12,23658023,22307688
(주)삼익악기,002450,2019/12,27672295,13089168
(주)삼일,032280,2011/12,,
(주)삼일,032280,2012/12,,
(주)삼일,032280,2013/12,,
(주)삼일,032280,2014/12,,
(주)삼일,032280,2015/12,,
(주)삼일,032280,2016/12,,
(주)삼일,032280,2017/12,,
(주)삼일,032280,2018/12,,
(주)삼일,032280,2019/12,,
(주)삼일기업공사,002290,2011/12,,
(주)삼일기업공사,002290,2012/12,,
(주)삼일기업공사,002290,2013/12,,
(주)삼일기업공사,002290,2014/12,,
(주)삼일기업공사,002290,2015/12,,
(주)삼일기업공사,002290,2016/12,,
(주)삼일기업공사,002290,2017/12,,
(주)삼일기업공사,002290,2018/12,,
(주)삼일기업공사,002290,2019/12,,
(주)삼일씨엔에스,004440,2016/12,,
(주)삼일씨엔에스,004440,2017/12,,
(주)삼일씨엔에스,004440,2018/12,,
(주)삼일씨엔에스,004440,2019/12,,
(주)삼진,032750,2011/12,-132414,406399
(주)삼진,032750,2012/12,7275348,3462932
(주)삼진,032750,2013/12,5810975,3599520
(주)삼진,032750,2014/12,5886325,6697180
(주)삼진,032750,2015/12,4248372,5137487
(주)삼진,032750,2016/12,4239643,5798153
(주)삼진,032750,2017/12,4832172,2770083
(주)삼진,032750,2018/12,994129,1600869
(주)삼진,032750,2019/12,11744780,12091535
(주)삼진엘앤디,054090,2011/12,11483683,3620743
(주)삼진엘앤디,054090,2012/12,5810067,7582941
(주)삼진엘앤디,054090,2013/12,6660892,1965228
(주)삼진엘앤디,054090,2014/12,-1855453,-8034471
(주)삼진엘앤디,054090,2015/12,12689006,9565640
(주)삼진엘앤디,054090,2016/12,517170,-2168745
(주)삼진엘앤디,054090,2017/12,-3807893,-12721933
(주)삼진엘앤디,054090,2018/12,7568078,1739207
(주)삼진엘앤디,054090,2019/12,3849653,459781
(주)삼천리,004690,2011/12,50265521,30635370
(주)삼천리,004690,2012/12,42968550,35680116
(주)삼천리,004690,2013/12,52513520,40272231
(주)삼천리,004690,2014/12,27535956,11638694
(주)삼천리,004690,2015/12,89119862,37068577
(주)삼천리,004690,2016/12,60582644,20057055
(주)삼천리,004690,2017/12,61136424,5894763
(주)삼천리,004690,2018/12,82341340,27001151
(주)삼천리,004690,2019/12,85565316,36454572
(주)삼표시멘트,038500,2011/12,-30012208,-86538834
(주)삼표시멘트,038500,2012/12,30300686,-66861826
(주)삼표시멘트,038500,2013/12,-4707067,-255537399
(주)삼표시멘트,038500,2014/12,64842414,310442234
(주)삼표시멘트,038500,2015/12,46938953,-7667296
(주)삼표시멘트,038500,2016/12,68541575,50294749
(주)삼표시멘트,038500,2017/12,74355172,36285020
(주)삼표시멘트,038500,2018/12,745232,-4346817
(주)삼표시멘트,038500,2019/12,48058638,18557380
(주)삼화네트웍스,046390,2011/12,3229977,-1600614
(주)삼화네트웍스,046390,2012/12,-714981,-4259909
(주)삼화네트웍스,046390,2013/12,2865515,2964362
(주)삼화네트웍스,046390,2014/12,-2501196,-1691205
(주)삼화네트웍스,046390,2015/12,-2553616,-2133302
(주)삼화네트웍스,046390,2016/12,7017526,7669221
(주)삼화네트웍스,046390,2017/12,-178463,708954
(주)삼화네트웍스,046390,2018/12,-3752501,-3069687
(주)삼화네트웍스,046390,2019/12,173531,720922
(주)상보,027580,2011/12,,
(주)상보,027580,2012/12,,
(주)상보,027580,2013/12,,
(주)상보,027580,2014/12,955399,-10502722
(주)상보,027580,2015/12,-1584512,-5219995
(주)상보,027580,2016/12,-10818348,-20256950
(주)상보,027580,2017/12,-4418883,-7040779
(주)상보,027580,2018/12,4032405,-29343733
(주)상보,027580,2019/12,-4959353,-14085276
(주)상상인,038540,2011/12,5082973,7579784
(주)상상인,038540,2012/12,2247429,2585765
(주)상상인,038540,2013/12,6833712,10308723
(주)상상인,038540,2014/12,23766879,20680303
(주)상상인,038540,2015/12,29546633,34219665
(주)상상인,038540,2016/12,72433519,68677303
(주)상상인,038540,2017/12,121890318,100182154
(주)상상인,038540,2018/12,175802642,136605171
(주)상상인,038540,2019/12,182373179,120386462
(주)상상인인더스트리,101000,2011/12,-16053664,-13601070
(주)상상인인더스트리,101000,2012/12,-7134916,-7102519
(주)상상인인더스트리,101000,2013/12,3321075,6030043
(주)상상인인더스트리,101000,2014/12,4507181,3807188
(주)상상인인더스트리,101000,2015/12,7271130,5716502
(주)상상인인더스트리,101000,2016/12,15108093,9486341
(주)상상인인더스트리,101000,2017/12,-4395345,-21135824
(주)상상인인더스트리,101000,2018/12,,
(주)상상인인더스트리,101000,2019/12,-986622,-8089270
(주)상아프론테크,089980,2011/12,7060381,5554667
(주)상아프론테크,089980,2012/12,5293590,4353787
(주)상아프론테크,089980,2013/12,7752942,6979479
(주)상아프론테크,089980,2014/12,5768159,4048259
(주)상아프론테크,089980,2015/12,10062465,7858482
(주)상아프론테크,089980,2016/12,9093620,5466770
(주)상아프론테크,089980,2017/12,10796435,7467457
(주)상아프론테크,089980,2018/12,14141183,12063783
(주)상아프론테크,089980,2019/12,14886053,12453879
(주)상지카일룸,042940,2011/12,,
(주)상지카일룸,042940,2012/12,,
(주)상지카일룸,042940,2013/12,,
(주)상지카일룸,042940,2014/12,,
(주)상지카일룸,042940,2015/12,,
(주)상지카일룸,042940,2016/12,-5824100,-7594262
(주)상지카일룸,042940,2017/12,-4334582,-7918303
(주)상지카일룸,042940,2018/12,1838309,9648780
(주)상지카일룸,042940,2019/12,591245,-5132906
(주)새로닉스,042600,2011/12,70853,-1967457
(주)새로닉스,042600,2012/12,3398527,-607136
(주)새로닉스,042600,2013/12,4178503,-855110
(주)새로닉스,042600,2014/12,10611936,9084598
(주)새로닉스,042600,2015/12,9268900,6283238
(주)새로닉스,042600,2016/12,4481495,11691172
(주)새로닉스,042600,2017/12,155926,1278697
(주)새로닉스,042600,2018/12,4357786,7591327
(주)새로닉스,042600,2019/12,78517,-1882399
(주)서린바이오사이언스,038070,2011/12,,
(주)서린바이오사이언스,038070,2012/12,,
(주)서린바이오사이언스,038070,2013/12,4275067,4160344
(주)서린바이오사이언스,038070,2014/12,2699421,2681774
(주)서린바이오사이언스,038070,2015/12,1757055,1761080
(주)서린바이오사이언스,038070,2016/12,2174109,4157708
