회사명,거래소코드,회계년도,투자활동으로 인한 현금흐름(*)(IFRS)(천원),투자활동으로 인한 현금흐름(*)(IFRS연결)(천원)
(주)엔이능률,053290,2013/12,-5385638,-5104326
(주)엔이능률,053290,2014/12,-4881409,-4898029
(주)엔이능률,053290,2015/12,-7824204,-7841813
(주)엔이능률,053290,2016/12,-8175616,-8179733
(주)엔이능률,053290,2017/12,-2360094,-2363958
(주)엔이능률,053290,2018/12,-12407251,
(주)엔이능률,053290,2019/12,-6094784,
(주)엔지스테크널러지,208860,2016/12,-5221165,
(주)엔지스테크널러지,208860,2017/12,978321,
(주)엔지스테크널러지,208860,2018/12,-14504260,
(주)엔지스테크널러지,208860,2019/12,-32166531,-21277600
(주)엔지켐생명과학,183490,2018/12,-36090456,-36038238
(주)엔지켐생명과학,183490,2019/12,-17935303,-18057483
(주)엔케이,085310,2011/12,-12171790,-7908111
(주)엔케이,085310,2012/12,-14795258,-9685205
(주)엔케이,085310,2013/12,2718743,-3964989
(주)엔케이,085310,2014/12,-16901650,-12735550
(주)엔케이,085310,2015/12,19879715,20223221
(주)엔케이,085310,2016/12,-21027798,-17953865
(주)엔케이,085310,2017/12,-1287541,-6130375
(주)엔케이,085310,2018/12,14731583,27395083
(주)엔케이,085310,2019/12,5852356,5643466
(주)엔케이맥스,182400,2015/12,-5443999,-3358623
(주)엔케이맥스,182400,2016/12,-22311409,-19750967
(주)엔케이맥스,182400,2017/12,-8241010,-6026980
(주)엔케이맥스,182400,2018/12,-36400828,-33117341
(주)엔케이맥스,182400,2019/12,16267573,14883713
(주)엔텔스,069410,2011/12,-7010829,
(주)엔텔스,069410,2012/12,-4277322,-4191067
(주)엔텔스,069410,2013/12,-2165512,-2175002
(주)엔텔스,069410,2014/12,-7222726,-7296032
(주)엔텔스,069410,2015/12,-1453535,-1461930
(주)엔텔스,069410,2016/12,2952147,2927367
(주)엔텔스,069410,2017/12,1130826,1306915
(주)엔텔스,069410,2018/12,-1524525,-1598528
(주)엔텔스,069410,2019/12,820117,789951
(주)엔투텍,227950,2015/12,,
(주)엔투텍,227950,2016/12,,
(주)엔투텍,227950,2017/12,,
(주)엔투텍,227950,2018/12,3337522,3337522
(주)엔피,291230,2018/12,,
(주)엔피,291230,2019/12,,
(주)엔피케이,048830,2011/12,-5763101,-4215619
(주)엔피케이,048830,2012/12,-201802,-96843
(주)엔피케이,048830,2013/12,-2307768,-2989943
(주)엔피케이,048830,2014/12,-8537455,-9362320
(주)엔피케이,048830,2015/12,-12639817,-12444540
(주)엔피케이,048830,2016/12,-3898951,-3289618
(주)엔피케이,048830,2017/12,-11875130,-14188142
(주)엔피케이,048830,2018/12,-13731879,-9366504
(주)엔피케이,048830,2019/12,-6616499,-1067337
(주)엘디티,096870,2011/12,-4587388,
(주)엘디티,096870,2012/12,-4610625,
(주)엘디티,096870,2013/12,-2401378,
(주)엘디티,096870,2014/12,-1863522,
(주)엘디티,096870,2015/12,-1137897,
(주)엘디티,096870,2016/12,1494002,
(주)엘디티,096870,2017/12,2496946,
(주)엘디티,096870,2018/12,-506797,
(주)엘디티,096870,2019/12,-569740,
(주)엘아이에스,138690,2011/12,-5008322,
(주)엘아이에스,138690,2012/12,-9956415,-9637177
(주)엘아이에스,138690,2013/12,-7136994,-6672765
(주)엘아이에스,138690,2014/12,-169575,113392
(주)엘아이에스,138690,2015/12,-33821933,-14469750
(주)엘아이에스,138690,2016/12,-11923037,-6356652
(주)엘아이에스,138690,2017/12,-40706398,-34415658
(주)엘아이에스,138690,2018/12,-12280072,-13871392
(주)엘아이에스,138690,2019/12,-6549329,14408886
(주)엘앤씨바이오,290650,2018/12,-16627050,-16764056
(주)엘앤씨바이오,290650,2019/12,-13617135,-15813699
(주)엘앤에프,066970,2011/12,-10416187,-20316254
(주)엘앤에프,066970,2012/12,-4024424,-21574213
(주)엘앤에프,066970,2013/12,-5097867,-10146404
(주)엘앤에프,066970,2014/12,-1406413,-6176396
(주)엘앤에프,066970,2015/12,-30522278,-21674660
(주)엘앤에프,066970,2016/12,-10528941,-17036113
(주)엘앤에프,066970,2017/12,-21808833,-17675102
(주)엘앤에프,066970,2018/12,-30946056,-32531560
(주)엘앤에프,066970,2019/12,-85219423,-87976887
(주)엘앤케이바이오메드,156100,2016/12,-1502270,-1716455
(주)엘앤케이바이오메드,156100,2017/12,-6402841,-4473894
(주)엘앤케이바이오메드,156100,2018/12,-3579615,-3284523
(주)엘앤케이바이오메드,156100,2019/12,3614758,3525173
(주)엘에스,006260,2011/12,-23162000,-564029000
(주)엘에스,006260,2012/12,-2528000,-178453000
(주)엘에스,006260,2013/12,-7318000,-225181000
(주)엘에스,006260,2014/12,-320697000,-262888000
(주)엘에스,006260,2015/12,-42905000,-342784000
(주)엘에스,006260,2016/12,8765000,-235884000
(주)엘에스,006260,2017/12,-31544000,-403011000
(주)엘에스,006260,2018/12,-49796000,366736000
(주)엘에스,006260,2019/12,-73914000,-166311000
(주)엘에스네트웍스,000680,2011/12,-65370916,-59994520
(주)엘에스네트웍스,000680,2012/12,-14347166,-15049969
(주)엘에스네트웍스,000680,2013/12,-39437613,-36136766
(주)엘에스네트웍스,000680,2014/12,-9752466,-10239757
(주)엘에스네트웍스,000680,2015/12,-69098869,-68031853
(주)엘에스네트웍스,000680,2016/12,153676279,152800109
(주)엘에스네트웍스,000680,2017/12,49433343,35733631
(주)엘에스네트웍스,000680,2018/12,16934914,4521628
(주)엘에스네트웍스,000680,2019/12,13948126,18647706
(주)엘에프,093050,2011/12,-38105010,-25454699
(주)엘에프,093050,2012/12,-136404315,-122286252
(주)엘에프,093050,2013/12,-88056987,-85489577
(주)엘에프,093050,2014/12,70565391,-47405384
(주)엘에프,093050,2015/12,-88492264,-157293692
(주)엘에프,093050,2016/12,-226852032,-233705870
(주)엘에프,093050,2017/12,-54487968,-28960267
(주)엘에프,093050,2018/12,140932357,139026489
(주)엘에프,093050,2019/12,-282602008,-242454932
(주)엘엑스세미콘,108320,2011/12,-5308151,-347599
(주)엘엑스세미콘,108320,2012/12,-1939364,-5140205
(주)엘엑스세미콘,108320,2013/12,-25943517,-25019696
(주)엘엑스세미콘,108320,2014/12,43898691,43604693
(주)엘엑스세미콘,108320,2015/12,-8146319,-8146319
(주)엘엑스세미콘,108320,2016/12,640963,640963
(주)엘엑스세미콘,108320,2017/12,-206524109,-205914951
(주)엘엑스세미콘,108320,2018/12,131674419,131802362
(주)엘엑스세미콘,108320,2019/12,-117089382,-117201380
(주)엘엑스인터내셔널,001120,2011/12,-220865559,-162826890
(주)엘엑스인터내셔널,001120,2012/12,-264181355,-261891497
(주)엘엑스인터내셔널,001120,2013/12,-166576460,-235248392
(주)엘엑스인터내셔널,001120,2014/12,-1660295,-23042147
(주)엘엑스인터내셔널,001120,2015/12,-333558990,-277642355
(주)엘엑스인터내셔널,001120,2016/12,-249523310,-217987528
(주)엘엑스인터내셔널,001120,2017/12,71171073,-10204115
(주)엘엑스인터내셔널,001120,2018/12,25247961,-69267902
(주)엘엑스인터내셔널,001120,2019/12,157735286,78053747
(주)엘엑스하우시스,108670,2011/12,-143501000,-205311000
(주)엘엑스하우시스,108670,2012/12,-132325000,-168810000
(주)엘엑스하우시스,108670,2013/12,-130824000,-150860000
(주)엘엑스하우시스,108670,2014/12,-183118000,-209442000
(주)엘엑스하우시스,108670,2015/12,-153370000,-230709000
(주)엘엑스하우시스,108670,2016/12,-51218000,-89064000
(주)엘엑스하우시스,108670,2017/12,-222999000,-253061000
(주)엘엑스하우시스,108670,2018/12,-197427000,-232991000
(주)엘엑스하우시스,108670,2019/12,-186529000,-195671000
(주)엘엠에스,073110,2011/12,-19356607,-24700105
(주)엘엠에스,073110,2012/12,-12153141,-10667677
(주)엘엠에스,073110,2013/12,-1302821,-3262777
(주)엘엠에스,073110,2014/12,-16938354,-21270070
(주)엘엠에스,073110,2015/12,-8021876,-8673486
(주)엘엠에스,073110,2016/12,-4684347,-8003880
(주)엘엠에스,073110,2017/12,-21109389,-26862926
(주)엘엠에스,073110,2018/12,-13393787,-10622451
(주)엘엠에스,073110,2019/12,13315626,6040029
(주)엘오티베큠,083310,2011/12,2340256,2492163
(주)엘오티베큠,083310,2012/12,-9698448,-10382494
(주)엘오티베큠,083310,2013/12,-7850242,-3862112
(주)엘오티베큠,083310,2014/12,-3057527,-4952737
(주)엘오티베큠,083310,2015/12,-17009252,-18080618
(주)엘오티베큠,083310,2016/12,-5290618,-8710346
(주)엘오티베큠,083310,2017/12,-20357329,-21272138
(주)엘오티베큠,083310,2018/12,-16306300,-17829904
(주)엘오티베큠,083310,2019/12,-22107436,-24465755
(주)엘지,003550,2011/12,-273193787,-948450000
(주)엘지,003550,2012/12,-61814179,-523792000
(주)엘지,003550,2013/12,-124958327,-543410000
(주)엘지,003550,2014/12,-236960775,-720900000
(주)엘지,003550,2015/12,-271367000,-368266000
(주)엘지,003550,2016/12,-108834000,-343818000
(주)엘지,003550,2017/12,-1507000,-689285000
(주)엘지,003550,2018/12,-369175000,-658633000
(주)엘지,003550,2019/12,-222687000,-33996000
(주)엘지생활건강,051900,2011/12,-152156935,-134903871
(주)엘지생활건강,051900,2012/12,-368787885,-369677770
(주)엘지생활건강,051900,2013/12,-271063023,-492723348
(주)엘지생활건강,051900,2014/12,-146809507,-277562335
(주)엘지생활건강,051900,2015/12,-315731115,-347006566
(주)엘지생활건강,051900,2016/12,-225941034,-405531578
(주)엘지생활건강,051900,2017/12,-249333799,-333798547
(주)엘지생활건강,051900,2018/12,-336467025,-430292259
(주)엘지생활건강,051900,2019/12,-350061822,-461380845
(주)엘지유플러스,032640,2011/12,-1691565000,-1693744000
(주)엘지유플러스,032640,2012/12,-1945892000,-1985596000
(주)엘지유플러스,032640,2013/12,-1958316000,-1962223000
(주)엘지유플러스,032640,2014/12,-2356529000,-2307254000
(주)엘지유플러스,032640,2015/12,-1504736000,-1510693000
(주)엘지유플러스,032640,2016/12,-1493813000,-1492349000
(주)엘지유플러스,032640,2017/12,-1389781000,-1358295000
(주)엘지유플러스,032640,2018/12,-1599822000,-1593572000
(주)엘지유플러스,032640,2019/12,-3293655000,-3214344000
(주)엘지헬로비전,037560,2012/12,-418656309,-469700026
(주)엘지헬로비전,037560,2013/12,-527197379,-576355574
(주)엘지헬로비전,037560,2014/12,-362197594,-381489692
(주)엘지헬로비전,037560,2015/12,-160625985,
(주)엘지헬로비전,037560,2016/12,-160378009,
(주)엘지헬로비전,037560,2017/12,-274103260,
(주)엘지헬로비전,037560,2018/12,-210163287,-207469763
(주)엘지헬로비전,037560,2019/12,-114048562,-114659354
(주)엘지화학,051910,2011/12,-2043634000,-2280450000
(주)엘지화학,051910,2012/12,-2455066000,-2654608000
(주)엘지화학,051910,2013/12,-1081727000,-1310258000
(주)엘지화학,051910,2014/12,-1776519000,-1990659000
(주)엘지화학,051910,2015/12,-1323445000,-1697784000
(주)엘지화학,051910,2016/12,-1673213000,-1736799000
(주)엘지화학,051910,2017/12,-1460585000,-1640356000
(주)엘지화학,051910,2018/12,-3017036000,-3639046000
(주)엘지화학,051910,2019/12,-4862288000,-6111441000
(주)엠게임,058630,2011/12,-15972992,-19064294
(주)엠게임,058630,2012/12,-8041605,-11230631
(주)엠게임,058630,2013/12,-2784518,-4964467
(주)엠게임,058630,2014/12,3756357,6455484
(주)엠게임,058630,2015/12,-1458516,
(주)엠게임,058630,2016/12,-1380954,
(주)엠게임,058630,2017/12,-3043506,
(주)엠게임,058630,2018/12,-318100,-350891
(주)엠게임,058630,2019/12,-4412957,-4606270
(주)엠디에스테크,086960,2011/12,-1486397,-1452676
(주)엠디에스테크,086960,2012/12,-12641763,-12807293
(주)엠디에스테크,086960,2013/12,-10271420,-10011840
(주)엠디에스테크,086960,2014/12,-5667860,-5753321
(주)엠디에스테크,086960,2015/12,-5226772,-6977710
(주)엠디에스테크,086960,2016/12,14250800,15213124
(주)엠디에스테크,086960,2017/12,-3987316,-5922040
(주)엠디에스테크,086960,2018/12,-11967479,-21008600
(주)엠디에스테크,086960,2019/12,1060141,6933309
(주)엠씨넥스,097520,2012/12,-9321419,2023656
(주)엠씨넥스,097520,2013/12,-23000503,-52326341
(주)엠씨넥스,097520,2014/12,-16444834,-34235069
(주)엠씨넥스,097520,2015/12,-24620697,-26098475
(주)엠씨넥스,097520,2016/12,-22197429,-28603651
(주)엠씨넥스,097520,2017/12,-40217517,-100576910
(주)엠씨넥스,097520,2018/12,-13705187,-47024734
(주)엠씨넥스,097520,2019/12,-13619774,-104176745
(주)엠아이텍,179290,2018/12,-13113639,-13095626
(주)엠아이텍,179290,2019/12,-5454723,-5462730
(주)엠에스씨,009780,2011/12,-8734979,-7982156
(주)엠에스씨,009780,2012/12,-5060148,-5166419
(주)엠에스씨,009780,2013/12,-8256439,-7815957
(주)엠에스씨,009780,2014/12,-6968999,-6505988
(주)엠에스씨,009780,2015/12,-7559531,-7109789
(주)엠에스씨,009780,2016/12,-15325789,-15098363
(주)엠에스씨,009780,2017/12,-8511555,-8344247
(주)엠에스씨,009780,2018/12,-4955516,-4765241
(주)엠에스씨,009780,2019/12,-12285762,-12092679
(주)엠에스오토텍,123040,2011/12,-50834980,-114867814
(주)엠에스오토텍,123040,2012/12,-55628430,-97112429
(주)엠에스오토텍,123040,2013/12,-54993002,-98324421
(주)엠에스오토텍,123040,2014/12,-62160450,-94236191
(주)엠에스오토텍,123040,2015/12,-70291002,-104876184
(주)엠에스오토텍,123040,2016/12,-1437213,-2802806
(주)엠에스오토텍,123040,2017/12,-13653640,-68477171
(주)엠에스오토텍,123040,2018/12,-19744874,-57258813
(주)엠에스오토텍,123040,2019/12,-66806293,-222134167
(주)엠투엔,033310,2011/12,-1648484,
(주)엠투엔,033310,2012/12,7308033,
(주)엠투엔,033310,2013/12,-550608,
(주)엠투엔,033310,2014/12,-5429726,-3682801
(주)엠투엔,033310,2015/12,13810,-2136314
(주)엠투엔,033310,2016/12,-1705495,-1164413
(주)엠투엔,033310,2017/12,-509175,-871735
(주)엠투엔,033310,2018/12,-5226397,-6605910
(주)엠투엔,033310,2019/12,585153,-2637876
(주)엠플러스,259630,2017/12,-2457145,
(주)엠플러스,259630,2018/12,-17757963,
(주)엠플러스,259630,2019/12,-1963540,-1951397
(주)엠피대산,065150,2011/12,-15240862,-15673297
(주)엠피대산,065150,2012/12,5093319,11836307
(주)엠피대산,065150,2013/12,-3642759,-5355766
(주)엠피대산,065150,2014/12,-9621210,-9529500
(주)엠피대산,065150,2015/12,-24374984,-19040389
(주)엠피대산,065150,2016/12,-6673983,-10109969
(주)엠피대산,065150,2017/12,29840649,21908411
(주)엠피대산,065150,2018/12,24549969,7682864
(주)엠피대산,065150,2019/12,-3000884,-21445116
(주)연우,115960,2015/12,-25970102,
(주)연우,115960,2016/12,-35748926,-31253900
(주)연우,115960,2017/12,-37195737,-38966605
(주)연우,115960,2018/12,-33885651,-34794949
(주)연우,115960,2019/12,-20090159,-26345273
(주)연이비앤티,090740,2011/12,-4486188,-8633144
(주)연이비앤티,090740,2012/12,6257018,3238585
(주)연이비앤티,090740,2013/12,-5249440,-19444429
(주)연이비앤티,090740,2014/12,-11702607,-17598254
(주)연이비앤티,090740,2015/12,-5221809,-7273235
(주)연이비앤티,090740,2016/12,-524478,-1965573
(주)연이비앤티,090740,2017/12,-8518484,-10545142
(주)연이비앤티,090740,2018/12,-10400451,-14090645
(주)연이비앤티,090740,2019/12,-40057551,-44065025
(주)영우디에스피,143540,2014/12,-4538930,
(주)영우디에스피,143540,2015/12,-5937227,
(주)영우디에스피,143540,2016/12,-3265745,-3153415
(주)영우디에스피,143540,2017/12,-11829679,-11829679
(주)영우디에스피,143540,2018/12,-143904,20187
(주)영우디에스피,143540,2019/12,-2484419,-2507775
(주)영원무역,111770,2011/12,-10176687,-57051393
(주)영원무역,111770,2012/12,-146025377,-234313385
(주)영원무역,111770,2013/12,-126963797,-172191544
(주)영원무역,111770,2014/12,-87695356,-92949037
(주)영원무역,111770,2015/12,-119016084,-167113512
(주)영원무역,111770,2016/12,-114024873,-102198108
(주)영원무역,111770,2017/12,-29044404,-162685082
(주)영원무역,111770,2018/12,-40801845,-116867007
(주)영원무역,111770,2019/12,16476092,-111660337
(주)영원무역홀딩스,009970,2011/12,-23406298,-92360316
(주)영원무역홀딩스,009970,2012/12,-35548575,-176313758
(주)영원무역홀딩스,009970,2013/12,-2022496,-189086427
(주)영원무역홀딩스,009970,2014/12,0,-76437692
(주)영원무역홀딩스,009970,2015/12,212465,-173932891
(주)영원무역홀딩스,009970,2016/12,-1991000,-102653145
(주)영원무역홀딩스,009970,2017/12,-3096697,-193120571
(주)영원무역홀딩스,009970,2018/12,-10715255,-134589850
(주)영원무역홀딩스,009970,2019/12,-11925828,-238348426
(주)영풍,000670,2011/12,-64527239,-101467085
(주)영풍,000670,2012/12,-139245280,-217435586
(주)영풍,000670,2013/12,-49639372,-173893636
(주)영풍,000670,2014/12,-75132350,-166446694
(주)영풍,000670,2015/12,-99350604,-129057132
(주)영풍,000670,2016/12,37046769,12578636
(주)영풍,000670,2017/12,-94427450,-378598021
(주)영풍,000670,2018/12,-115941807,-175709528
(주)영풍,000670,2019/12,-105332679,-156694732
(주)영흥,012160,2011/12,-35995702,-31521249
(주)영흥,012160,2012/12,-7825122,-17639845
(주)영흥,012160,2013/12,-184892,-18829062
(주)영흥,012160,2014/12,-23809615,-29177839
(주)영흥,012160,2015/12,2075003,1361069
(주)영흥,012160,2016/12,-4279116,-6941741
(주)영흥,012160,2017/12,-5609476,-6162421
(주)영흥,012160,2018/12,-3720257,-5928095
(주)영흥,012160,2019/12,-6803042,-9417555
(주)예림당,036000,2011/12,-17293600,-18985445
(주)예림당,036000,2012/12,-17035499,-15440517
(주)예림당,036000,2013/12,-10815048,-9868764
(주)예림당,036000,2014/12,-714612,-18795672
(주)예림당,036000,2015/12,-1150520,-26109942
(주)예림당,036000,2016/12,-5639176,-33942882
