회사명,거래소코드,회계년도,이자보상배율(이자비용),이자보상배율(이자비용)(IFRS연결)
STX중공업(주),071970,2007/12,12.43,
STX중공업(주),071970,2008/12,15.98,
STX중공업(주),071970,2009/12,3.34,
STX중공업(주),071970,2010/12,1.3,1.13
STX중공업(주),071970,2011/12,1.33,1.35
STX중공업(주),071970,2012/12,1.1,1.12
STX중공업(주),071970,2013/12,-3.5,-3.42
STX중공업(주),071970,2014/12,-0.72,-0.73
STX중공업(주),071970,2015/12,0.17,0.16
STX중공업(주),071970,2016/12,-1.98,-1.98
STX중공업(주),071970,2017/12,1.44,1.49
STX중공업(주),071970,2018/12,-0.84,-0.85
STX중공업(주),071970,2019/12,-1.72,-1.72
가온미디어(주),078890,2002/12,,
가온미디어(주),078890,2003/12,58.1,
가온미디어(주),078890,2004/12,64.96,
가온미디어(주),078890,2005/12,64.25,
가온미디어(주),078890,2006/12,4.36,
가온미디어(주),078890,2007/12,9.59,
가온미디어(주),078890,2008/12,1.33,1.42
가온미디어(주),078890,2009/12,0.34,-1.54
가온미디어(주),078890,2010/12,3.41,3.09
가온미디어(주),078890,2011/12,-2.91,-2.71
가온미디어(주),078890,2012/12,2.77,2.2
가온미디어(주),078890,2013/12,5.2,5.54
가온미디어(주),078890,2014/12,14.74,13.28
가온미디어(주),078890,2015/12,20.7,18.08
가온미디어(주),078890,2016/12,23.38,20.44
가온미디어(주),078890,2017/12,16.3,13.13
가온미디어(주),078890,2018/12,2.43,3.2
가온미디어(주),078890,2019/12,7.84,7.63
가온전선(주),000500,2000/12,1.55,
가온전선(주),000500,2001/12,2.28,
가온전선(주),000500,2002/12,3.36,
가온전선(주),000500,2003/12,4.3,
가온전선(주),000500,2004/12,5.13,
가온전선(주),000500,2005/12,5.52,
가온전선(주),000500,2006/12,5.5,
가온전선(주),000500,2007/12,4.33,
가온전선(주),000500,2008/12,2.75,
가온전선(주),000500,2009/12,7.14,
가온전선(주),000500,2010/12,2.92,3.4
가온전선(주),000500,2011/12,1.8,0.73
가온전선(주),000500,2012/12,2.26,2.05
가온전선(주),000500,2013/12,3.62,3.24
가온전선(주),000500,2014/12,2.14,2.06
가온전선(주),000500,2015/12,2.29,2.24
가온전선(주),000500,2016/12,5.61,4.49
가온전선(주),000500,2017/12,2.71,2.34
가온전선(주),000500,2018/12,1.56,1.37
가온전선(주),000500,2019/12,2.42,2.46
감성코퍼레이션(주),036620,2000/12,55.97,
감성코퍼레이션(주),036620,2001/12,-370.68,
감성코퍼레이션(주),036620,2002/12,-1599.16,
감성코퍼레이션(주),036620,2003/12,999999999,
감성코퍼레이션(주),036620,2004/12,999999999,
감성코퍼레이션(주),036620,2005/12,999999999,
감성코퍼레이션(주),036620,2006/12,999999999,
감성코퍼레이션(주),036620,2007/12,999999999,
감성코퍼레이션(주),036620,2008/12,-15.02,
감성코퍼레이션(주),036620,2009/12,-5.48,
감성코퍼레이션(주),036620,2010/12,0.4,
감성코퍼레이션(주),036620,2011/12,-1.35,
감성코퍼레이션(주),036620,2012/12,-2.01,
감성코퍼레이션(주),036620,2013/12,-2.59,
감성코퍼레이션(주),036620,2014/12,0.29,
감성코퍼레이션(주),036620,2015/12,0.2,
감성코퍼레이션(주),036620,2016/12,-0.93,
감성코퍼레이션(주),036620,2017/12,0.04,
감성코퍼레이션(주),036620,2018/12,-11.98,-13.18
감성코퍼레이션(주),036620,2019/12,0.03,-1.5
강남제비스코(주),000860,2000/12,1.14,
강남제비스코(주),000860,2001/12,0.88,
강남제비스코(주),000860,2002/12,6.75,
강남제비스코(주),000860,2003/12,11.25,
강남제비스코(주),000860,2004/12,10.62,
강남제비스코(주),000860,2005/12,30.98,
강남제비스코(주),000860,2006/12,114.25,
강남제비스코(주),000860,2007/12,87.62,17.09
강남제비스코(주),000860,2008/12,16.99,7.52
강남제비스코(주),000860,2009/12,109.06,27.12
강남제비스코(주),000860,2010/12,84.02,69.76
강남제비스코(주),000860,2011/12,114.09,101.11
강남제비스코(주),000860,2012/12,300.39,138.03
강남제비스코(주),000860,2013/12,522.41,139.34
강남제비스코(주),000860,2014/12,6168.81,285.46
강남제비스코(주),000860,2015/12,8608.02,264.46
강남제비스코(주),000860,2016/12,15638.14,287.41
강남제비스코(주),000860,2017/12,999999999,128.88
강남제비스코(주),000860,2018/12,999999999,14.75
강남제비스코(주),000860,2019/12,-175.22,-9.01
갤럭시아머니트리(주),094480,2004/12,,
갤럭시아머니트리(주),094480,2005/12,22.91,
갤럭시아머니트리(주),094480,2006/12,124.89,
갤럭시아머니트리(주),094480,2007/12,999999999,
갤럭시아머니트리(주),094480,2008/12,999999999,-3.97
갤럭시아머니트리(주),094480,2009/12,6.68,-3.58
갤럭시아머니트리(주),094480,2010/12,0.46,-4.3
갤럭시아머니트리(주),094480,2011/12,-1.01,-7.26
갤럭시아머니트리(주),094480,2012/12,1.07,-0.79
갤럭시아머니트리(주),094480,2013/12,1.49,-0.48
갤럭시아머니트리(주),094480,2014/12,0.84,0.47
갤럭시아머니트리(주),094480,2015/12,2.3,2.69
갤럭시아머니트리(주),094480,2016/12,3.22,3.16
갤럭시아머니트리(주),094480,2017/12,2.96,1.82
갤럭시아머니트리(주),094480,2018/12,2.36,2.35
갤럭시아머니트리(주),094480,2019/12,2.26,2.26
경남스틸(주),039240,2000/12,16.07,
경남스틸(주),039240,2001/12,4.64,
경남스틸(주),039240,2002/12,4.82,
경남스틸(주),039240,2003/12,8.02,
경남스틸(주),039240,2004/12,12.65,
경남스틸(주),039240,2005/12,9.66,
경남스틸(주),039240,2006/12,4.37,
경남스틸(주),039240,2007/12,5.07,
경남스틸(주),039240,2008/12,3.56,
경남스틸(주),039240,2009/12,10.64,
경남스틸(주),039240,2010/12,4.16,
경남스틸(주),039240,2011/12,4.9,
경남스틸(주),039240,2012/12,4.48,
경남스틸(주),039240,2013/12,6.13,
경남스틸(주),039240,2014/12,8.83,
경남스틸(주),039240,2015/12,8.47,
경남스틸(주),039240,2016/12,1.9,
경남스틸(주),039240,2017/12,8.44,
경남스틸(주),039240,2018/12,7.29,
경남스틸(주),039240,2019/12,8.52,
경남제약(주),053950,2000/12,,
경남제약(주),053950,2001/12,1.07,
경남제약(주),053950,2002/12,0.09,
경남제약(주),053950,2003/12,3.53,
경남제약(주),053950,2004/12,2.72,
경남제약(주),053950,2005/12,-2.48,
경남제약(주),053950,2006/12,-2.72,
경남제약(주),053950,2007/12,0.31,-52.57
경남제약(주),053950,2008/12,2.88,3.74
경남제약(주),053950,2009/12,1.9,1.43
경남제약(주),053950,2010/12,0.16,0.15
경남제약(주),053950,2011/12,0.74,
경남제약(주),053950,2012/12,1.23,
경남제약(주),053950,2013/12,0.19,
경남제약(주),053950,2014/12,1.7,
경남제약(주),053950,2015/12,4.25,
경남제약(주),053950,2016/12,5.04,
경남제약(주),053950,2017/12,3.26,
경남제약(주),053950,2018/12,-0.51,-0.64
경남제약(주),053950,2019/12,-8.96,-9.74
경동제약(주),011040,2000/12,178.04,
경동제약(주),011040,2001/12,3060.8,
경동제약(주),011040,2002/12,420.17,
경동제약(주),011040,2003/12,3123.94,
경동제약(주),011040,2004/12,999999999,
경동제약(주),011040,2005/12,999999999,
경동제약(주),011040,2006/12,999999999,
경동제약(주),011040,2007/12,999999999,
경동제약(주),011040,2008/12,999999999,
경동제약(주),011040,2009/12,216.9,
경동제약(주),011040,2010/12,51.39,56.57
경동제약(주),011040,2011/12,65.81,60.65
경동제약(주),011040,2012/12,40.83,29.09
경동제약(주),011040,2013/12,999999999,181.88
경동제약(주),011040,2014/12,999999999,247.53
경동제약(주),011040,2015/12,999999999,206.92
경동제약(주),011040,2016/12,999999999,289.18
경동제약(주),011040,2017/12,999999999,334.67
경동제약(주),011040,2018/12,999999999,388.51
경동제약(주),011040,2019/12,58.35,52.73
경인전자(주),009140,2000/12,0.35,
경인전자(주),009140,2001/12,1.92,
경인전자(주),009140,2002/12,2.57,
경인전자(주),009140,2003/12,9.15,
경인전자(주),009140,2004/12,-10.82,
경인전자(주),009140,2005/12,4.16,
경인전자(주),009140,2006/12,3.67,
경인전자(주),009140,2007/12,-5.99,
경인전자(주),009140,2008/12,1.78,-1.71
경인전자(주),009140,2009/12,-34.75,
경인전자(주),009140,2010/12,999999999,999999999
경인전자(주),009140,2011/12,999999999,999999999
경인전자(주),009140,2012/12,999999999,999999999
경인전자(주),009140,2013/12,999999999,999999999
경인전자(주),009140,2014/12,999999999,999999999
경인전자(주),009140,2015/12,999999999,999999999
경인전자(주),009140,2016/12,999999999,999999999
경인전자(주),009140,2017/12,999999999,999999999
경인전자(주),009140,2018/12,999999999,999999999
경인전자(주),009140,2019/12,999999999,999999999
경창산업(주),024910,2000/12,5.31,
경창산업(주),024910,2001/12,5.28,
경창산업(주),024910,2002/12,7.33,
경창산업(주),024910,2003/12,2.8,
경창산업(주),024910,2004/12,0.58,
경창산업(주),024910,2005/12,0.47,
경창산업(주),024910,2006/12,0.92,
경창산업(주),024910,2007/12,0.56,
경창산업(주),024910,2008/12,-1.52,
경창산업(주),024910,2009/12,0.47,
경창산업(주),024910,2010/12,1.23,1.42
경창산업(주),024910,2011/12,0.18,0.47
경창산업(주),024910,2012/12,0.69,0.94
경창산업(주),024910,2013/12,2.35,2.83
경창산업(주),024910,2014/12,2.19,2.73
경창산업(주),024910,2015/12,1.08,2.44
경창산업(주),024910,2016/12,1.82,2.82
경창산업(주),024910,2017/12,-0.92,-0.25
경창산업(주),024910,2018/12,999999999,1.25
경창산업(주),024910,2019/12,-1.06,-1.17
계룡건설산업(주),013580,2000/12,28.55,
계룡건설산업(주),013580,2001/12,154.57,
계룡건설산업(주),013580,2002/12,7020.73,
계룡건설산업(주),013580,2003/12,52.29,
계룡건설산업(주),013580,2004/12,574.8,
계룡건설산업(주),013580,2005/12,41.84,
계룡건설산업(주),013580,2006/12,48.01,
계룡건설산업(주),013580,2007/12,37.13,19.89
계룡건설산업(주),013580,2008/12,6.49,5.45
계룡건설산업(주),013580,2009/12,1.79,1.79
계룡건설산업(주),013580,2010/12,1.78,1.37
계룡건설산업(주),013580,2011/12,1.34,1.5
계룡건설산업(주),013580,2012/12,1.12,1.45
계룡건설산업(주),013580,2013/12,-2.96,-1.77
계룡건설산업(주),013580,2014/12,-5.52,-4.23
계룡건설산업(주),013580,2015/12,1.83,1.99
계룡건설산업(주),013580,2016/12,4.16,4.39
계룡건설산업(주),013580,2017/12,5.52,6.64
계룡건설산업(주),013580,2018/12,6.37,8.58
계룡건설산업(주),013580,2019/12,8.73,6.73
계양전기(주),012200,2000/12,13.66,
계양전기(주),012200,2001/12,14.82,
계양전기(주),012200,2002/12,410.4,
계양전기(주),012200,2003/12,88.87,
계양전기(주),012200,2004/12,3.05,
계양전기(주),012200,2005/12,9.3,
계양전기(주),012200,2006/12,88.87,
계양전기(주),012200,2007/12,65.9,69.12
계양전기(주),012200,2008/12,41.6,35.27
계양전기(주),012200,2009/12,15.05,14.71
계양전기(주),012200,2010/12,28.7,53.22
계양전기(주),012200,2011/12,69.61,79.4
계양전기(주),012200,2012/12,60.55,27.19
계양전기(주),012200,2013/12,243.8,154.58
계양전기(주),012200,2014/12,210.67,46.08
계양전기(주),012200,2015/12,516.01,77.76
계양전기(주),012200,2016/12,377.25,107.7
계양전기(주),012200,2017/12,591.13,516.42
계양전기(주),012200,2018/12,33.23,207.14
계양전기(주),012200,2019/12,7.94,3.91
고려산업(주),002140,2000/12,0.61,
고려산업(주),002140,2001/12,-0.57,
고려산업(주),002140,2002/12,0.82,
고려산업(주),002140,2003/12,0.15,
고려산업(주),002140,2004/12,-0.25,
고려산업(주),002140,2005/12,0.33,
고려산업(주),002140,2006/12,1.93,
고려산업(주),002140,2007/12,2.32,2.26
고려산업(주),002140,2008/12,1.16,1.21
고려산업(주),002140,2009/12,3.47,
고려산업(주),002140,2010/12,3.83,5.3
고려산업(주),002140,2011/12,4.29,4.47
고려산업(주),002140,2012/12,4.01,4.01
고려산업(주),002140,2013/12,2.55,2.54
고려산업(주),002140,2014/12,7.33,7.33
고려산업(주),002140,2015/12,7.02,5.85
고려산업(주),002140,2016/12,5.73,4.41
고려산업(주),002140,2017/12,4.38,3.45
고려산업(주),002140,2018/12,2.04,2.33
고려산업(주),002140,2019/12,1.85,1.9
고려신용정보(주),049720,2000/12,7.08,
고려신용정보(주),049720,2001/12,2.7,
고려신용정보(주),049720,2002/12,0.63,
고려신용정보(주),049720,2003/12,0.22,
고려신용정보(주),049720,2004/12,1,
고려신용정보(주),049720,2005/12,-3.43,
고려신용정보(주),049720,2006/12,7.09,
고려신용정보(주),049720,2007/12,3.37,
고려신용정보(주),049720,2008/12,7.71,
고려신용정보(주),049720,2009/12,22.16,
고려신용정보(주),049720,2010/12,36.95,
고려신용정보(주),049720,2011/12,207.95,
고려신용정보(주),049720,2012/12,186.32,171.61
고려신용정보(주),049720,2013/12,39.26,16.46
고려신용정보(주),049720,2014/12,45.02,40.46
고려신용정보(주),049720,2015/12,136.37,135.15
고려신용정보(주),049720,2016/12,88698.97,87354.8
고려신용정보(주),049720,2017/12,999999999,
고려신용정보(주),049720,2018/12,999999999,
고려신용정보(주),049720,2019/12,69.09,60.71
고려아연(주),010130,2000/12,4.32,
고려아연(주),010130,2001/12,6.19,
고려아연(주),010130,2002/12,6.96,
고려아연(주),010130,2003/12,4.06,
고려아연(주),010130,2004/12,10.79,
고려아연(주),010130,2005/12,10.55,
고려아연(주),010130,2006/12,11.38,
고려아연(주),010130,2007/12,14.11,10.3
고려아연(주),010130,2008/12,17.9,12.86
고려아연(주),010130,2009/12,68.04,21.8
고려아연(주),010130,2010/12,121.98,40.21
고려아연(주),010130,2011/12,131.25,64.52
고려아연(주),010130,2012/12,147.4,68.19
고려아연(주),010130,2013/12,95.61,76.69
고려아연(주),010130,2014/12,372.81,271.76
고려아연(주),010130,2015/12,477.92,383.97
고려아연(주),010130,2016/12,1490.87,812.59
고려아연(주),010130,2017/12,2432.76,1122.56
고려아연(주),010130,2018/12,2940.48,726.23
고려아연(주),010130,2019/12,5196.11,573.48
고려제강(주),002240,2000/12,4.81,
고려제강(주),002240,2001/12,7.88,
고려제강(주),002240,2002/12,539.99,
고려제강(주),002240,2003/12,769.34,
고려제강(주),002240,2004/12,401.5,
고려제강(주),002240,2005/12,1112.59,
고려제강(주),002240,2006/12,20.28,
고려제강(주),002240,2007/12,23.38,4.9
고려제강(주),002240,2008/12,447.43,13.94
고려제강(주),002240,2009/12,28335.93,15.33
고려제강(주),002240,2010/12,53.71,17.66
고려제강(주),002240,2011/12,12.25,21.01
고려제강(주),002240,2012/12,5.1,7.01
고려제강(주),002240,2013/12,5.2,8.46
고려제강(주),002240,2014/12,9.01,3.88
고려제강(주),002240,2015/12,7.96,3.37
고려제강(주),002240,2016/12,7.08,3.45
고려제강(주),002240,2017/12,5.96,3.03
고려제강(주),002240,2018/12,7.32,2.42
고려제강(주),002240,2019/12,8.48,2.32
고려제약(주),014570,2000/12,3.83,
고려제약(주),014570,2001/12,4.28,
고려제약(주),014570,2002/12,5.76,
고려제약(주),014570,2003/12,6.18,
고려제약(주),014570,2004/12,7.09,
고려제약(주),014570,2005/12,9.96,
고려제약(주),014570,2006/12,11,
고려제약(주),014570,2007/12,17.08,
고려제약(주),014570,2008/12,10.77,
고려제약(주),014570,2009/12,8.88,
고려제약(주),014570,2010/12,7.5,
고려제약(주),014570,2011/12,8.35,
고려제약(주),014570,2012/12,4.43,
고려제약(주),014570,2013/12,2.66,
고려제약(주),014570,2014/12,9.79,
고려제약(주),014570,2015/12,20.09,
고려제약(주),014570,2016/12,118.75,
고려제약(주),014570,2017/12,201.37,
고려제약(주),014570,2018/12,217.89,
고려제약(주),014570,2019/12,859.68,
광동제약(주),009290,2000/12,-5.26,
광동제약(주),009290,2001/12,1.48,
광동제약(주),009290,2002/12,3.94,
광동제약(주),009290,2003/12,8.4,
광동제약(주),009290,2004/12,21.21,
광동제약(주),009290,2005/12,21.62,
광동제약(주),009290,2006/12,15.56,
광동제약(주),009290,2007/12,17,
광동제약(주),009290,2008/12,16.72,
광동제약(주),009290,2009/12,22.06,
광동제약(주),009290,2010/12,28.88,29.95
광동제약(주),009290,2011/12,31.93,30.42
광동제약(주),009290,2012/12,28.51,28.76
광동제약(주),009290,2013/12,19.44,19.33
광동제약(주),009290,2014/12,23.13,22.98
광동제약(주),009290,2015/12,19.38,19.24
광동제약(주),009290,2016/12,18.31,17.12
광동제약(주),009290,2017/12,15.29,14.54
광동제약(주),009290,2018/12,12.25,12.19
광동제약(주),009290,2019/12,13.7,13.16
광전자(주),017900,2000/12,6.7,
광전자(주),017900,2001/12,1.39,
광전자(주),017900,2002/12,2.93,
광전자(주),017900,2003/12,2.5,
광전자(주),017900,2004/12,6.52,
광전자(주),017900,2005/12,0.29,
광전자(주),017900,2006/12,-4.72,
광전자(주),017900,2007/12,-2.74,-1.23
광전자(주),017900,2008/12,-0.9,-0.94
광전자(주),017900,2009/12,1.86,1.61
광전자(주),017900,2010/12,4.86,2.16
광전자(주),017900,2011/12,-0.01,-9.6
광전자(주),017900,2012/12,-5.19,-3.78
광전자(주),017900,2013/12,-44.8,-17.15
광전자(주),017900,2014/12,-2106.97,-2101.24
광전자(주),017900,2015/12,-1011.43,-1187.88
광전자(주),017900,2016/12,-239.21,-269.91
광전자(주),017900,2017/12,1306.39,784.21
광전자(주),017900,2018/12,599.27,264.67
광전자(주),017900,2019/12,-68.68,-19.13
광진실업(주),026910,2000/12,9.78,
광진실업(주),026910,2001/12,17.04,
광진실업(주),026910,2002/12,44.7,
광진실업(주),026910,2003/12,54.13,
광진실업(주),026910,2004/12,41.56,
광진실업(주),026910,2005/12,15.54,
광진실업(주),026910,2006/12,6.69,
광진실업(주),026910,2007/12,2.9,
광진실업(주),026910,2008/12,2.29,
광진실업(주),026910,2009/12,1.29,
광진실업(주),026910,2010/12,4.57,
광진실업(주),026910,2011/12,5.56,
광진실업(주),026910,2012/12,1.83,
광진실업(주),026910,2013/12,-0.16,
광진실업(주),026910,2014/12,2.32,
광진실업(주),026910,2015/12,-0.63,
광진실업(주),026910,2016/12,0.38,
광진실업(주),026910,2017/12,3.84,
광진실업(주),026910,2018/12,1.62,
광진실업(주),026910,2019/12,-10.15,
교촌에프앤비(주),339770,2002/12,,
교촌에프앤비(주),339770,2003/12,108666.36,
교촌에프앤비(주),339770,2004/12,782.64,
교촌에프앤비(주),339770,2005/12,3.38,
교촌에프앤비(주),339770,2006/12,10.66,
교촌에프앤비(주),339770,2007/12,29.22,
교촌에프앤비(주),339770,2008/12,16.82,
교촌에프앤비(주),339770,2009/12,7.41,
교촌에프앤비(주),339770,2010/12,11.58,
교촌에프앤비(주),339770,2011/12,12.18,
교촌에프앤비(주),339770,2012/12,11.68,
교촌에프앤비(주),339770,2013/12,10.23,
교촌에프앤비(주),339770,2014/12,19.35,
교촌에프앤비(주),339770,2015/12,22.79,
교촌에프앤비(주),339770,2016/12,32.15,
교촌에프앤비(주),339770,2017/12,50.76,
교촌에프앤비(주),339770,2018/12,57.94,41.21
교촌에프앤비(주),339770,2019/12,92.02,52.5
국도화학(주),007690,2000/12,2.77,
국도화학(주),007690,2001/12,3.31,
국도화학(주),007690,2002/12,7.56,
국도화학(주),007690,2003/12,5.31,
국도화학(주),007690,2004/12,7.63,
국도화학(주),007690,2005/12,5.81,
국도화학(주),007690,2006/12,10.7,
국도화학(주),007690,2007/12,5.85,5.49
국도화학(주),007690,2008/12,5.28,4.79
국도화학(주),007690,2009/12,7.2,6.06
국도화학(주),007690,2010/12,9.88,8.5
국도화학(주),007690,2011/12,6.2,6.85
국도화학(주),007690,2012/12,9.22,9.05
국도화학(주),007690,2013/12,16.17,14
국도화학(주),007690,2014/12,9.14,9.37
국도화학(주),007690,2015/12,39.04,28.37
국도화학(주),007690,2016/12,15.64,13.99
국도화학(주),007690,2017/12,20.78,18.07
국도화학(주),007690,2018/12,10.52,10.88
국도화학(주),007690,2019/12,8.33,5.85
국일신동(주),060480,2000/12,3.81,
국일신동(주),060480,2001/12,4.21,
국일신동(주),060480,2002/12,4.48,
국일신동(주),060480,2003/12,1.57,
국일신동(주),060480,2004/12,2.07,
국일신동(주),060480,2005/12,5.48,
국일신동(주),060480,2006/12,10.89,
국일신동(주),060480,2007/12,0.54,
국일신동(주),060480,2008/12,-1.37,
국일신동(주),060480,2009/12,0.45,
국일신동(주),060480,2010/12,1.07,
국일신동(주),060480,2011/12,1.17,
국일신동(주),060480,2012/12,6.56,
국일신동(주),060480,2013/12,10.87,
국일신동(주),060480,2014/12,5.46,
국일신동(주),060480,2015/12,4.99,
국일신동(주),060480,2016/12,7.7,
국일신동(주),060480,2017/12,817.49,
국일신동(주),060480,2018/12,33.33,
국일신동(주),060480,2019/12,-7.9,
국일제지(주),078130,2000/12,0.01,
국일제지(주),078130,2001/12,8.03,
국일제지(주),078130,2002/12,23.45,
국일제지(주),078130,2003/12,79.61,
국일제지(주),078130,2004/12,25.52,
국일제지(주),078130,2005/12,4.79,
국일제지(주),078130,2006/12,2.41,
국일제지(주),078130,2007/12,2.32,1.9
국일제지(주),078130,2008/12,1.88,1.36
국일제지(주),078130,2009/12,2.84,1.94
국일제지(주),078130,2010/12,1.38,0.71
국일제지(주),078130,2011/12,2.75,-0.29
